Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,Season Type,PER,Adjusted Salary
154,Austin Rivers,30,MIN,SG,4.0,0.0,11.5,1.0,2.0,0.5,0.5,1.5,0.333,0.5,0.5,1.0,0.625,0.0,0.0,0.77,0.3,1.0,1.3,0.3,0.3,0.0,0.3,0.3,2.5,Unknown,riverau01,Playoff,7.8,3077747.24
155,Lamar Stevens,25,CLE,SF,2.0,0.0,4.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,Unknown,stevela01,Playoff,23.9,1888072.33
156,Jalen McDaniels,25,PHI,SF,8.0,0.0,12.8,1.0,2.5,0.4,0.4,1.1,0.333,0.6,1.4,0.455,0.475,0.0,0.0,0.77,0.4,1.6,2.0,0.6,0.1,0.0,0.4,1.0,2.4,Unknown,mcdanja01,Playoff,5.2,2044890.85
157,Jaden Springer,20,PHI,SG,4.0,0.0,4.3,1.0,1.0,1.0,0.0,0.0,0.346,1.0,1.0,1.0,1.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.5,2.3,Unknown,sprinja01,Playoff,19.1,2250916.66
158,Cody Zeller,30,MIA,C,21.0,0.0,8.3,1.0,1.7,0.571,0.0,0.0,0.346,1.0,1.7,0.571,0.571,0.3,0.7,0.4,0.5,1.8,2.3,0.3,0.1,0.2,0.6,1.3,2.2,Unknown,zelleco01,Playoff,7.5,787928.87
159,Luke Kornet,27,BOS,C,8.0,0.0,4.0,0.9,1.0,0.875,0.1,0.1,1.0,0.8,0.9,0.857,0.938,0.3,0.3,1.0,0.6,0.6,1.3,0.0,0.0,0.1,0.0,0.3,2.1,Unknown,kornelu01,Playoff,28.5,2259472.52
160,Damion Lee,30,PHO,SG,8.0,0.0,11.1,0.8,2.5,0.3,0.4,1.9,0.2,0.4,0.6,0.6,0.375,0.3,0.3,1.0,0.5,0.9,1.4,0.6,0.3,0.0,0.1,1.0,2.1,Unknown,leeda03,Playoff,5.2,2259472.52
161,Goran Dragić,36,MIL,PG,2.0,0.0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,Unknown,dragigo01,Playoff,16.4,3732210.9
162,David Duke Jr.,23,BRK,SG,1.0,0.0,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Unknown,dukeda01,Playoff,-15.4,4699471.69
163,Sam Hauser,25,BOS,SF,15.0,0.0,6.9,0.7,1.9,0.345,0.5,1.6,0.333,0.1,0.3,0.4,0.483,0.1,0.1,1.0,0.3,0.8,1.1,0.3,0.1,0.1,0.0,0.5,2.0,Unknown,hausesa01,Playoff,9.3,1734860.23
164,Troy Brown Jr.,23,LAL,SF,12.0,0.0,10.3,0.8,2.3,0.357,0.2,1.3,0.133,0.7,1.1,0.615,0.393,0.0,0.0,0.77,0.3,1.7,2.0,0.9,0.2,0.1,0.0,0.3,1.8,Unknown,browntr01,Playoff,7.8,4699471.69
165,Jae Crowder,32,MIL,PF,4.0,0.0,10.3,0.8,3.3,0.231,0.0,1.5,0.0,0.8,1.8,0.429,0.231,0.3,0.5,0.5,0.3,0.8,1.0,0.8,0.5,0.0,0.3,1.3,1.8,Unknown,crowdja01,Playoff,0.0,10786224.88
166,Joe Harris,31,BRK,SF,4.0,0.0,11.0,0.5,3.3,0.154,0.3,3.0,0.083,0.3,0.3,1.0,0.192,0.5,0.5,1.0,0.0,1.3,1.3,0.0,0.5,0.0,0.8,1.3,1.8,Unknown,harrijo01,Playoff,-5.4,19745679.21
167,Kenneth Lofton Jr.,20,MEM,PF,4.0,0.0,3.0,0.8,2.0,0.375,0.0,0.5,0.0,0.8,1.5,0.5,0.375,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.0,1.8,Unknown,loftoke01,Playoff,12.2,4699471.69
168,Tristan Thompson,31,LAL,C,6.0,0.0,5.3,0.8,1.8,0.455,0.0,0.0,0.346,0.8,1.8,0.455,0.455,0.2,0.8,0.2,0.7,1.0,1.7,0.3,0.0,0.0,0.2,0.2,1.8,Unknown,thomptr01,Playoff,10.3,17687.89
169,Mike Muscala,31,BOS,C,6.0,0.0,3.5,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,0.534,0.75,0.5,0.7,0.75,0.5,0.2,0.7,0.2,0.0,0.0,0.2,0.2,1.5,Unknown,muscami01,Playoff,17.9,3707043.25
170,Max Christie,19,LAL,SG,9.0,0.0,3.7,0.6,1.1,0.5,0.1,0.4,0.25,0.4,0.7,0.667,0.55,0.2,0.4,0.5,0.1,0.7,0.8,0.3,0.0,0.1,0.0,0.0,1.4,Unknown,chrisma02,Playoff,15.6,1077988.05
171,Jevon Carter,27,MIL,PG,4.0,0.0,12.3,0.5,2.3,0.222,0.3,1.8,0.143,0.3,0.5,0.5,0.278,0.0,0.0,0.77,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.3,1.3,Unknown,carteje01,Playoff,2.6,6381410.17
172,Shaquille Harrison,29,LAL,SG,8.0,0.0,3.5,0.5,0.9,0.571,0.1,0.1,1.0,0.4,0.8,0.5,0.643,0.1,0.3,0.5,0.0,0.4,0.4,1.1,0.3,0.0,0.0,0.4,1.3,Unknown,harrish01,Playoff,22.2,142839.79
173,DeAndre Jordan,34,DEN,C,4.0,0.0,3.5,0.5,0.8,0.667,0.0,0.0,0.346,0.5,0.8,0.667,0.667,0.3,0.5,0.5,0.0,1.0,1.0,0.3,0.0,0.3,0.5,0.5,1.3,Unknown,jordade01,Playoff,8.8,11368715.76
174,Shake Milton,26,PHI,SG,6.0,0.0,3.5,0.5,0.8,0.6,0.0,0.2,0.0,0.5,0.7,0.75,0.6,0.3,0.3,1.0,0.0,0.5,0.5,0.3,0.3,0.0,0.2,0.5,1.3,Unknown,miltosh01,Playoff,17.5,2115893.44
175,Ziaire Williams,21,MEM,SF,4.0,0.0,3.0,0.5,1.8,0.286,0.3,0.8,0.333,0.3,1.0,0.25,0.357,0.0,0.0,0.77,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.3,1.3,Unknown,willizi02,Playoff,-2.4,4863301.82
176,Wenyen Gabriel,25,LAL,C,10.0,0.0,3.7,0.4,1.0,0.4,0.0,0.0,0.346,0.4,1.0,0.4,0.4,0.2,0.3,0.667,0.8,0.1,0.9,0.0,0.2,0.3,0.2,0.8,1.0,Unknown,gabriwe01,Playoff,12.0,1989856.09
177,Nathan Knight,25,MIN,C,2.0,0.0,2.5,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.77,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,Unknown,knighna01,Playoff,-11.0,1944704.3
178,Zeke Nnaji,22,DEN,PF,5.0,0.0,2.4,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1.0,0.625,0.0,0.0,0.77,0.0,0.4,0.4,0.0,0.2,0.0,0.2,0.0,1.0,Unknown,nnajize01,Playoff,12.4,2772656.52
179,Dean Wade,26,CLE,PF,2.0,0.0,5.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.534,0.0,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,wadede01,Playoff,7.8,2044890.85
180,Peyton Watson,20,DEN,SG,5.0,0.0,2.8,0.4,1.0,0.4,0.2,0.4,0.5,0.2,0.6,0.333,0.5,0.0,0.0,0.77,0.2,0.6,0.8,0.2,0.0,0.2,0.2,0.4,1.0,Unknown,watsope01,Playoff,10.6,2323744.18
181,Danny Green,35,CLE,SG,4.0,0.0,10.0,0.3,1.3,0.2,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.0,0.0,0.77,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8,Unknown,greenda02,Playoff,1.7,12403266.8
182,John Konchar,26,MEM,SF,5.0,0.0,9.8,0.4,1.8,0.222,0.0,0.8,0.0,0.4,1.0,0.4,0.222,0.0,0.0,0.77,0.8,1.2,2.0,0.8,0.4,0.4,0.2,1.2,0.8,Unknown,konchjo01,Playoff,5.3,2436056.99
183,Anthony Lamb,25,GSW,SF,6.0,0.0,5.2,0.3,0.8,0.4,0.2,0.7,0.25,0.2,0.2,1.0,0.5,0.0,0.0,0.77,0.2,0.8,1.0,0.0,0.2,0.2,0.3,0.5,0.8,Unknown,lamban01,Playoff,3.7,735983.66
184,Furkan Korkmaz,25,PHI,SG,3.0,0.0,3.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.7,Unknown,korkmfu01,Playoff,-0.1,5295776.07
185,Chimezie Metu,25,SAC,PF,3.0,0.0,2.0,0.0,0.3,0.0,0.0,0.0,0.346,0.0,0.3,0.0,0.0,0.7,1.0,0.667,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.7,Unknown,metuch01,Playoff,2.1,2023897.33
186,Justin Champagnie,21,BOS,SF,4.0,0.0,2.5,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Unknown,champju01,Playoff,-7.4,903714.65
187,Reggie Jackson,32,DEN,PG,6.0,0.0,3.0,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,0.534,0.75,0.0,0.0,0.77,0.0,0.3,0.3,0.3,0.2,0.0,0.2,0.0,0.5,Unknown,jacksre01,Playoff,9.7,12134971.13
188,Raul Neto,30,CLE,PG,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.534,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,Unknown,netora01,Playoff,-18.2,2609218.28
189,Ish Smith,34,DEN,PG,4.0,0.0,3.0,0.3,0.5,0.5,0.0,0.0,0.346,0.3,0.5,0.5,0.5,0.0,0.0,0.77,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.5,0.5,Unknown,smithis01,Playoff,4.2,4699471.69
190,Ish Wainright,28,PHO,SF,6.0,0.0,3.5,0.2,0.7,0.25,0.2,0.7,0.25,0.0,0.0,0.534,0.375,0.0,0.0,0.77,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.3,0.5,Unknown,wainris01,Playoff,1.2,4699471.69
191,Omer Yurtseven,24,MIA,C,8.0,0.0,2.0,0.3,0.9,0.286,0.0,0.3,0.0,0.3,0.6,0.4,0.286,0.0,0.0,0.77,0.4,0.3,0.6,0.1,0.0,0.1,0.1,0.3,0.5,Unknown,yurtsom01,Playoff,5.5,1856315.68
192,Miles McBride,22,NYK,PG,8.0,0.0,2.5,0.1,0.5,0.25,0.1,0.4,0.333,0.0,0.1,0.0,0.375,0.0,0.0,0.77,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.1,0.4,Unknown,mcbrimi01,Playoff,4.5,1656008.24
193,Nikola Jović,19,MIA,PF,7.0,0.0,1.9,0.1,0.6,0.25,0.0,0.3,0.0,0.1,0.3,0.5,0.25,0.0,0.0,0.77,0.1,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.3,Unknown,jovicni01,Playoff,3.8,2372422.95
194,Thanasis Antetokounmpo,30,MIL,PF,2.0,0.0,2.5,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,antetth01,Playoff,0.0,1989856.09
195,Patrick Baldwin Jr.,20,GSW,SF,3.0,0.0,3.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.77,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,Unknown,baldwpa01,Playoff,-4.3,4699471.69
196,Mo Bamba,24,LAL,C,3.0,0.0,3.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.77,0.0,1.0,1.0,0.3,0.0,0.3,0.0,0.0,0.0,Unknown,bambamo01,Playoff,2.9,10909298.71
197,Brandon Boston Jr.,21,LAC,SF,1.0,0.0,1.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,bostobr01,Playoff,-50.5,4699471.69
198,Thomas Bryant,25,DEN,C,1.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,bryanth01,Playoff,12.9,2084602.82
199,Vlatko Čančar,25,DEN,PF,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.77,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,Unknown,cancavl01,Playoff,-13.1,2366532.99
200,Amir Coffey,25,LAC,SF,1.0,0.0,1.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,coffeam01,Playoff,0.0,3595897.62
201,Robert Covington,32,LAC,PF,2.0,0.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.77,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,Unknown,covinro01,Playoff,-1.9,13035756.17
202,Dewayne Dedmon,33,PHI,C,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.77,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Unknown,dedmode01,Playoff,-20.0,8773711.34
203,Kessler Edwards,22,SAC,SF,6.0,0.0,1.2,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,edwarke02,Playoff,1.7,1734860.23
204,Blake Griffin,33,BOS,C,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.346,0.0,1.0,0.0,0.0,0.0,0.0,0.77,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Unknown,griffbl01,Playoff,-3.3,3077747.24
205,Montrezl Harrell,29,PHI,C,2.0,0.0,3.5,0.0,1.5,0.0,0.0,0.0,0.346,0.0,1.5,0.0,0.0,0.0,0.0,0.77,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,harremo01,Playoff,-16.0,2609218.28
206,Udonis Haslem,42,MIA,C,2.0,0.0,1.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,hasleud01,Playoff,-36.0,3077747.24
207,Aaron Holiday,26,ATL,PG,1.0,0.0,4.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Unknown,holidaa01,Playoff,-4.9,2084602.82
208,DaQuan Jeffries,25,NYK,SG,2.0,0.0,2.5,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unknown,jeffrda01,Playoff,-6.7,846691.86
209,Meyers Leonard,30,MIL,C,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.346,0.0,0.5,0.0,0.0,0.0,0.0,0.77,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,leoname01,Playoff,-5.1,755768.68
210,Jordan McLaughlin,26,MIN,PG,2.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Unknown,mclaujo01,Playoff,-7.5,2287775.26
211,Patty Mills,34,BRK,PG,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unknown,millspa02,Playoff,-20.4,4699471.69
212,Josh Minott,20,MIN,SF,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,Unknown,minotjo01,Playoff,6.1,1077988.05
213,Wendell Moore Jr.,21,MIN,SG,1.0,0.0,2.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,moorewe01,Playoff,-26.6,4699471.69
214,Jason Preston,23,LAC,PG,1.0,0.0,1.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,prestja01,Playoff,0.0,1656008.24
215,Derrick Rose,34,NYK,PG,1.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,rosede01,Playoff,-43.9,15379706.9
216,Ricky Rubio,32,CLE,PG,3.0,0.0,5.7,0.0,0.3,0.0,0.0,0.0,0.346,0.0,0.3,0.0,0.0,0.0,0.0,0.77,0.7,1.3,2.0,1.0,0.3,0.0,1.7,1.7,0.0,Unknown,rubiori01,Playoff,-6.5,6199933.46
217,Edmond Sumner,27,BRK,SG,1.0,0.0,4.0,0.0,0.0,0.453,0.0,0.0,0.346,0.0,0.0,0.534,0.534,0.0,0.0,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,sumneed01,Playoff,8.4,2084602.82
